uuid,brief,notes,audience,tone,issue_tag
67c266c1-03df-4066-8e1b-0078f7d08305,Student reports low mood and low motivation recently.,"Student reports low mood and low motivation recently. Emphasize formulation, risk, and intervention planning. Use empathic language and normalize common reactions. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",therapist,supportive,depression
bb3394a5-6c6c-45fb-a14f-4132d483a26c,Student has difficulty falling asleep and staying asleep.,"Student has difficulty falling asleep and staying asleep. Use encouraging, clear steps the student can try this week. Avoid jargon and keep sentences short and clear. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",student,plain_language,sleep_issues
7a32c0a0-b846-4562-b5c9-9c7a67d699be,Student reports being teased and excluded by peers.,"Student reports being teased and excluded by peers. Offer supportive, practical steps for home and communication. Acknowledge cultural context and family values respectfully. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",parent,culturally_sensitive,bullying
1b320dc6-c1e4-4785-8fba-a2a912f6504a,Student is grieving a recent loss in the family.,"Student is grieving a recent loss in the family. Focus on accommodations and classroom strategies. Use formal structure with headings and bullet points. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",school_staff,formal_report,grief
a8b99430-8713-424e-b0ea-bb4155d91088,Student avoids reminders of a past distressing event.,"Student avoids reminders of a past distressing event. Emphasize formulation, risk, and intervention planning. Use simple, motivational language with concrete tips. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",therapist,student_friendly,trauma
41ee76f0-884a-4477-a9fc-000c9c2e30e6,Student reports frequent arguments at home.,"Student reports frequent arguments at home. Use encouraging, clear steps the student can try this week. Offer collaborative tone and step-by-step guidance. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",student,parent_friendly,family_conflict
57ef4c7d-8ee6-4dee-ae2e-d0ab6837f336,Student mentions using alcohol on weekends due to stress.,"Student mentions using alcohol on weekends due to stress. Offer supportive, practical steps for home and communication. Include immediate safety steps and crisis contacts. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",parent,crisis_informational,substance_use
b2270779-8172-4577-bf99-645ad035572a,Student says they don't feel good enough compared to peers.,"Student says they don't feel good enough compared to peers. Focus on accommodations and classroom strategies. Use objective, concise clinical language. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",school_staff,neutral_clinical,low_self_esteem
a42efb2a-dd0e-4a96-950f-a57bbb3fcdb2,Student feels overwhelmed by assignments and exams.,"Student feels overwhelmed by assignments and exams. Emphasize formulation, risk, and intervention planning. Use empathic language and normalize common reactions. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",therapist,supportive,academic_stress
bd3ad339-03c7-42c2-81f1-32ead3e3b17c,Student experiences worry and physical tension before class.,"Student experiences worry and physical tension before class. Use encouraging, clear steps the student can try this week. Avoid jargon and keep sentences short and clear. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",student,plain_language,anxiety
0341ea98-62fa-4fde-95df-a47515220738,Student reports low mood and low motivation recently.,"Student reports low mood and low motivation recently. Offer supportive, practical steps for home and communication. Acknowledge cultural context and family values respectfully. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",parent,culturally_sensitive,depression
a62aa456-c04c-4946-ba84-67055bd696b1,Student has difficulty falling asleep and staying asleep.,"Student has difficulty falling asleep and staying asleep. Focus on accommodations and classroom strategies. Use formal structure with headings and bullet points. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",school_staff,formal_report,sleep_issues
bf751f87-941a-45b8-8c3c-69c67c0bd405,Student reports being teased and excluded by peers.,"Student reports being teased and excluded by peers. Emphasize formulation, risk, and intervention planning. Use simple, motivational language with concrete tips. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",therapist,student_friendly,bullying
5efec535-2d77-4256-b9ef-e19ad9f268c1,Student is grieving a recent loss in the family.,"Student is grieving a recent loss in the family. Use encouraging, clear steps the student can try this week. Offer collaborative tone and step-by-step guidance. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",student,parent_friendly,grief
